crawl,mimetype_detected,pages,urls,%pages/crawl
CC-MAIN-2020-05,text/prs.lines.tag,47658,47653,0.0015
CC-MAIN-2020-05,text/tab-separated-values,15183,15183,0.0005
CC-MAIN-2020-05,text/troff,7868,7867,0.0003
CC-MAIN-2020-05,text/turtle,24559,24558,0.0008
CC-MAIN-2020-05,text/vtt,12112,12112,0.0004
CC-MAIN-2020-05,text/x-c++src,8108,8107,0.0003
CC-MAIN-2020-05,text/x-chdr,30962,30960,0.0010
CC-MAIN-2020-05,text/x-csrc,53179,53177,0.0017
CC-MAIN-2020-05,text/x-diff,60026,59974,0.0019
CC-MAIN-2020-05,text/x-jsp,4896,4894,0.0002
CC-MAIN-2020-05,text/x-log,73564,73564,0.0024
CC-MAIN-2020-05,text/x-matlab,54906,54893,0.0018
CC-MAIN-2020-05,text/x-perl,120764,120745,0.0039
CC-MAIN-2020-05,text/x-php,107529,106898,0.0035
CC-MAIN-2020-05,text/x-python,9574,9571,0.0003
CC-MAIN-2020-05,text/x-vcalendar,19715,19714,0.0006
CC-MAIN-2020-05,text/x-vcard,118799,118516,0.0038
CC-MAIN-2020-05,text/x-web-markdown,8963,8963,0.0003
CC-MAIN-2020-05,text/x-yaml,7251,7251,0.0002
CC-MAIN-2020-05,video/mp4,37703,37520,0.0012
CC-MAIN-2020-05,video/quicktime,7437,7408,0.0002
CC-MAIN-2020-05,video/webm,1981,1975,0.0001
CC-MAIN-2020-05,video/x-m4v,2002,1995,0.0001
CC-MAIN-2020-10,<other>,398876,398272,0.0152
CC-MAIN-2020-10,application/atom+xml,3736945,3736112,0.1421
CC-MAIN-2020-10,application/epub+zip,57015,56797,0.0022
CC-MAIN-2020-10,application/gpx+xml,9610,9606,0.0004
CC-MAIN-2020-10,application/gzip,51903,51745,0.0020
CC-MAIN-2020-10,application/javascript,38111,38020,0.0014
CC-MAIN-2020-10,application/json,615896,615551,0.0234
CC-MAIN-2020-10,application/marc,8579,8579,0.0003
CC-MAIN-2020-10,application/mbox,76255,76249,0.0029
CC-MAIN-2020-10,application/msword,70510,70109,0.0027
CC-MAIN-2020-10,application/octet-stream,446877,446512,0.0170
CC-MAIN-2020-10,application/pdf,3790477,3758916,0.1441
CC-MAIN-2020-10,application/pgp-signature,45319,45318,0.0017
CC-MAIN-2020-10,application/pkcs7-signature,6635,6631,0.0003
CC-MAIN-2020-10,application/postscript,4311,4299,0.0002
CC-MAIN-2020-10,application/rdf+xml,305037,304874,0.0116
CC-MAIN-2020-10,application/rss+xml,4065161,4056226,0.1546
CC-MAIN-2020-10,application/rtf,74665,74556,0.0028
CC-MAIN-2020-10,application/text,15944,15925,0.0006
CC-MAIN-2020-10,application/vnd.android.package-archive,50329,49866,0.0019
CC-MAIN-2020-10,application/vnd.google-earth.kml+xml,66758,66736,0.0025
CC-MAIN-2020-10,application/vnd.google-earth.kmz,13772,13771,0.0005
CC-MAIN-2020-10,application/vnd.ms-excel,37849,37767,0.0014
CC-MAIN-2020-10,application/vnd.ms-powerpoint,23090,23064,0.0009
CC-MAIN-2020-10,application/vnd.oasis.opendocument.spreadsheet,8508,8495,0.0003
CC-MAIN-2020-10,application/vnd.oasis.opendocument.text,28008,27987,0.0011
CC-MAIN-2020-10,application/vnd.openxmlformats-officedocument.presentationml.presentation,9635,9598,0.0004
CC-MAIN-2020-10,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,36496,36315,0.0014
CC-MAIN-2020-10,application/vnd.openxmlformats-officedocument.wordprocessingml.document,80239,79971,0.0031
CC-MAIN-2020-10,application/x-bibtex-text-file,178011,177850,0.0068
CC-MAIN-2020-10,application/x-bittorrent,14976,14723,0.0006
CC-MAIN-2020-10,application/x-bzip2,17436,17407,0.0007
CC-MAIN-2020-10,application/x-debian-package,3074,3073,0.0001
CC-MAIN-2020-10,application/x-dosexec,12847,12474,0.0005
CC-MAIN-2020-10,application/x-endnote-refer,61394,61385,0.0023
CC-MAIN-2020-10,application/x-hdf,22545,22545,0.0009
CC-MAIN-2020-10,application/x-mobipocket-ebook,9885,9853,0.0004
CC-MAIN-2020-10,application/x-ms-asx,10774,10763,0.0004
CC-MAIN-2020-10,application/x-msdownload,5274,5237,0.0002
CC-MAIN-2020-10,application/x-rar-compressed,17585,17287,0.0007
CC-MAIN-2020-10,application/x-research-info-systems,5509,5490,0.0002
CC-MAIN-2020-10,application/x-sh,30822,30804,0.0012
CC-MAIN-2020-10,application/x-shockwave-flash,16329,16267,0.0006
CC-MAIN-2020-10,application/x-stata-do,7558,7538,0.0003
CC-MAIN-2020-10,application/x-tex,5657,5657,0.0002
CC-MAIN-2020-10,application/x-tex-tfm,7097,7097,0.0003
CC-MAIN-2020-10,application/x-tika-msoffice,110663,110598,0.0042
CC-MAIN-2020-10,application/x-tika-ooxml,71929,71874,0.0027
CC-MAIN-2020-10,application/x-wais-source,7714,7714,0.0003
CC-MAIN-2020-10,application/x-xz,8407,8405,0.0003
CC-MAIN-2020-10,application/xhtml+xml,565348157,561714262,21.4964
CC-MAIN-2020-10,application/xml,2659243,2653628,0.1011
CC-MAIN-2020-10,application/zip,241310,239181,0.0092
CC-MAIN-2020-10,application/zlib,5330,5257,0.0002
CC-MAIN-2020-10,application/zstd,7903,7903,0.0003
CC-MAIN-2020-10,audio/mp4,45548,44833,0.0017
CC-MAIN-2020-10,audio/mpeg,183666,179659,0.0070
CC-MAIN-2020-10,audio/vnd.wave,30576,30253,0.0012
CC-MAIN-2020-10,audio/x-mpegurl,6315,6313,0.0002
CC-MAIN-2020-10,image/gif,83648,83132,0.0032
CC-MAIN-2020-10,image/jpeg,4144514,4134785,0.1576
CC-MAIN-2020-10,image/png,573387,570654,0.0218
CC-MAIN-2020-10,image/svg+xml,14559,14541,0.0006
CC-MAIN-2020-10,image/tiff,12885,12836,0.0005
CC-MAIN-2020-10,image/vnd.djvu,24847,24838,0.0009
CC-MAIN-2020-10,image/vnd.dxf; format=ascii,15932,15845,0.0006
CC-MAIN-2020-10,image/webp,25527,25514,0.0010
CC-MAIN-2020-10,message/rfc822,55034,54842,0.0021
CC-MAIN-2020-10,text/calendar,1336854,1335882,0.0508
CC-MAIN-2020-10,text/css,7454,7451,0.0003
CC-MAIN-2020-10,text/csv,89607,89569,0.0034
CC-MAIN-2020-10,text/html,2036627827,2018575282,77.4394
CC-MAIN-2020-10,text/plain,2727676,2725732,0.1037
CC-MAIN-2020-10,text/prs.lines.tag,23833,23830,0.0009
CC-MAIN-2020-10,text/tab-separated-values,20589,20584,0.0008
CC-MAIN-2020-10,text/troff,6889,6888,0.0003
CC-MAIN-2020-10,text/turtle,26344,26331,0.0010
CC-MAIN-2020-10,text/vtt,14952,14951,0.0006
CC-MAIN-2020-10,text/x-c++src,10752,10745,0.0004
CC-MAIN-2020-10,text/x-chdr,31099,31093,0.0012
CC-MAIN-2020-10,text/x-csrc,53105,53099,0.0020
CC-MAIN-2020-10,text/x-diff,66374,66181,0.0025
CC-MAIN-2020-10,text/x-jsp,9766,9763,0.0004
CC-MAIN-2020-10,text/x-log,103976,103972,0.0040
CC-MAIN-2020-10,text/x-matlab,62847,62825,0.0024
CC-MAIN-2020-10,text/x-perl,113108,113012,0.0043
CC-MAIN-2020-10,text/x-php,98665,98336,0.0038
CC-MAIN-2020-10,text/x-python,10562,10558,0.0004
CC-MAIN-2020-10,text/x-vcalendar,29338,29334,0.0011
CC-MAIN-2020-10,text/x-vcard,140816,140690,0.0054
CC-MAIN-2020-10,text/x-web-markdown,8679,8678,0.0003
CC-MAIN-2020-10,text/x-yaml,3607,3607,0.0001
CC-MAIN-2020-10,video/mp4,45469,45257,0.0017
CC-MAIN-2020-10,video/quicktime,11846,11808,0.0005
CC-MAIN-2020-10,video/webm,1708,1704,0.0001
CC-MAIN-2020-10,video/x-m4v,3043,3034,0.0001
CC-MAIN-2020-16,<other>,332864,332242,0.0115
CC-MAIN-2020-16,application/atom+xml,2789340,2788465,0.0966
CC-MAIN-2020-16,application/epub+zip,46746,46642,0.0016
CC-MAIN-2020-16,application/gpx+xml,5935,5932,0.0002
CC-MAIN-2020-16,application/gzip,71690,71397,0.0025
CC-MAIN-2020-16,application/javascript,30848,30748,0.0011
CC-MAIN-2020-16,application/json,473252,473036,0.0164
CC-MAIN-2020-16,application/marc,6043,6043,0.0002
CC-MAIN-2020-16,application/mbox,55469,55464,0.0019
CC-MAIN-2020-16,application/msword,62331,62165,0.0022
CC-MAIN-2020-16,application/octet-stream,266744,266225,0.0092
CC-MAIN-2020-16,application/pdf,21430937,21391455,0.7425
CC-MAIN-2020-16,application/pgp-signature,47600,47600,0.0016
CC-MAIN-2020-16,application/pkcs7-signature,7906,7906,0.0003
CC-MAIN-2020-16,application/postscript,3161,3157,0.0001
CC-MAIN-2020-16,application/rdf+xml,288252,288029,0.0100
CC-MAIN-2020-16,application/rss+xml,3751025,3742797,0.1300
CC-MAIN-2020-16,application/rtf,59860,59802,0.0021
CC-MAIN-2020-16,application/text,14484,14484,0.0005
CC-MAIN-2020-16,application/vnd.android.package-archive,40598,40234,0.0014
CC-MAIN-2020-16,application/vnd.google-earth.kml+xml,49353,49268,0.0017
CC-MAIN-2020-16,application/vnd.google-earth.kmz,8751,8750,0.0003
CC-MAIN-2020-16,application/vnd.ms-excel,31340,31287,0.0011
CC-MAIN-2020-16,application/vnd.ms-powerpoint,21938,21925,0.0008
CC-MAIN-2020-16,application/vnd.oasis.opendocument.spreadsheet,6382,6376,0.0002
CC-MAIN-2020-16,application/vnd.oasis.opendocument.text,17616,17607,0.0006
CC-MAIN-2020-16,application/vnd.openxmlformats-officedocument.presentationml.presentation,6805,6790,0.0002
CC-MAIN-2020-16,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,27717,27588,0.0010
CC-MAIN-2020-16,application/vnd.openxmlformats-officedocument.wordprocessingml.document,59408,59195,0.0021
CC-MAIN-2020-16,application/x-bibtex-text-file,143725,143709,0.0050
CC-MAIN-2020-16,application/x-bittorrent,9206,8928,0.0003
CC-MAIN-2020-16,application/x-bzip2,5532,5515,0.0002
CC-MAIN-2020-16,application/x-debian-package,11159,11149,0.0004
CC-MAIN-2020-16,application/x-dosexec,11294,11074,0.0004
CC-MAIN-2020-16,application/x-endnote-refer,44433,44415,0.0015
CC-MAIN-2020-16,application/x-hdf,15680,15633,0.0005
CC-MAIN-2020-16,application/x-mobipocket-ebook,8204,8204,0.0003
CC-MAIN-2020-16,application/x-ms-asx,4418,4416,0.0002
CC-MAIN-2020-16,application/x-msdownload,3557,3540,0.0001
CC-MAIN-2020-16,application/x-rar-compressed,15105,14852,0.0005
CC-MAIN-2020-16,application/x-research-info-systems,5191,5191,0.0002
CC-MAIN-2020-16,application/x-sh,24763,24735,0.0009
CC-MAIN-2020-16,application/x-shockwave-flash,9997,9954,0.0003
CC-MAIN-2020-16,application/x-stata-do,5193,5157,0.0002
CC-MAIN-2020-16,application/x-tex,4965,4965,0.0002
CC-MAIN-2020-16,application/x-tex-tfm,2904,2904,0.0001
CC-MAIN-2020-16,application/x-tika-msoffice,72560,72490,0.0025
CC-MAIN-2020-16,application/x-tika-ooxml,53994,53911,0.0019
CC-MAIN-2020-16,application/x-wais-source,4493,4493,0.0002
CC-MAIN-2020-16,application/x-xz,4433,4431,0.0002
CC-MAIN-2020-16,application/xhtml+xml,582049557,578093001,20.1664
CC-MAIN-2020-16,application/xml,2430609,2424854,0.0842
CC-MAIN-2020-16,application/zip,218967,217528,0.0076
CC-MAIN-2020-16,application/zlib,5433,5366,0.0002
CC-MAIN-2020-16,application/zstd,8089,8089,0.0003
CC-MAIN-2020-16,audio/mp4,43300,42904,0.0015
CC-MAIN-2020-16,audio/mpeg,162396,158419,0.0056
CC-MAIN-2020-16,audio/vnd.wave,21918,21858,0.0008
CC-MAIN-2020-16,audio/x-mpegurl,4084,4084,0.0001
CC-MAIN-2020-16,image/gif,73021,72586,0.0025
CC-MAIN-2020-16,image/jpeg,3782159,3774949,0.1310
CC-MAIN-2020-16,image/png,602941,600567,0.0209
CC-MAIN-2020-16,image/svg+xml,14877,14834,0.0005
CC-MAIN-2020-16,image/tiff,8364,8359,0.0003
CC-MAIN-2020-16,image/vnd.djvu,18526,18524,0.0006
CC-MAIN-2020-16,image/vnd.dxf; format=ascii,8087,8087,0.0003
CC-MAIN-2020-16,image/webp,25592,25589,0.0009
CC-MAIN-2020-16,message/rfc822,37135,36933,0.0013
CC-MAIN-2020-16,text/calendar,945320,944873,0.0328
CC-MAIN-2020-16,text/css,7769,7729,0.0003
CC-MAIN-2020-16,text/csv,74006,73992,0.0026
CC-MAIN-2020-16,text/html,2262409384,2242316677,78.3861
CC-MAIN-2020-16,text/plain,2104520,2103158,0.0729
CC-MAIN-2020-16,text/prs.lines.tag,30432,30429,0.0011
CC-MAIN-2020-16,text/tab-separated-values,12385,12385,0.0004
CC-MAIN-2020-16,text/troff,8151,8151,0.0003
CC-MAIN-2020-16,text/turtle,25413,25411,0.0009
CC-MAIN-2020-16,text/vtt,13907,13906,0.0005
CC-MAIN-2020-16,text/x-c++src,9328,9328,0.0003
CC-MAIN-2020-16,text/x-chdr,27514,27514,0.0010
CC-MAIN-2020-16,text/x-csrc,42250,42246,0.0015
CC-MAIN-2020-16,text/x-diff,53437,53379,0.0019
CC-MAIN-2020-16,text/x-jsp,4006,4002,0.0001
CC-MAIN-2020-16,text/x-log,43935,43933,0.0015
CC-MAIN-2020-16,text/x-matlab,44662,44541,0.0015
CC-MAIN-2020-16,text/x-perl,88632,88612,0.0031
CC-MAIN-2020-16,text/x-php,110910,110551,0.0038
CC-MAIN-2020-16,text/x-python,7376,7374,0.0003
CC-MAIN-2020-16,text/x-vcalendar,19210,19209,0.0007
CC-MAIN-2020-16,text/x-vcard,94225,94160,0.0033
CC-MAIN-2020-16,text/x-web-markdown,7970,7926,0.0003
CC-MAIN-2020-16,text/x-yaml,5502,5502,0.0002
CC-MAIN-2020-16,video/mp4,41214,41089,0.0014
CC-MAIN-2020-16,video/quicktime,10614,10581,0.0004
CC-MAIN-2020-16,video/webm,1792,1791,0.0001
CC-MAIN-2020-16,video/x-m4v,2117,2108,0.0001
CC-MAIN-2020-24,<other>,353823,353382,0.0128
CC-MAIN-2020-24,application/atom+xml,4482316,4481146,0.1622
CC-MAIN-2020-24,application/epub+zip,43311,43009,0.0016
CC-MAIN-2020-24,application/gpx+xml,6693,6689,0.0002
CC-MAIN-2020-24,application/gzip,82028,81774,0.0030
CC-MAIN-2020-24,application/javascript,56050,56007,0.0020
CC-MAIN-2020-24,application/json,568510,568003,0.0206
CC-MAIN-2020-24,application/marc,7295,7295,0.0003
CC-MAIN-2020-24,application/mbox,62266,62254,0.0023
CC-MAIN-2020-24,application/msword,59213,58972,0.0021
CC-MAIN-2020-24,application/octet-stream,284826,284308,0.0103
CC-MAIN-2020-24,application/pdf,3506961,3483840,0.1269
CC-MAIN-2020-24,application/pgp-signature,32138,32134,0.0012
CC-MAIN-2020-24,application/pkcs7-signature,10298,10296,0.0004
CC-MAIN-2020-24,application/postscript,4969,4968,0.0002
CC-MAIN-2020-24,application/rdf+xml,274524,274309,0.0099
CC-MAIN-2020-24,application/rss+xml,4258344,4246869,0.1541
CC-MAIN-2020-24,application/rtf,66487,66435,0.0024
CC-MAIN-2020-24,application/text,17714,17712,0.0006
CC-MAIN-2020-24,application/vnd.android.package-archive,35766,32742,0.0013
CC-MAIN-2020-24,application/vnd.google-earth.kml+xml,63012,62967,0.0023
CC-MAIN-2020-24,application/vnd.google-earth.kmz,10409,10398,0.0004
CC-MAIN-2020-24,application/vnd.ms-excel,32985,32908,0.0012
CC-MAIN-2020-24,application/vnd.ms-powerpoint,25099,25086,0.0009
CC-MAIN-2020-24,application/vnd.oasis.opendocument.spreadsheet,7693,7667,0.0003
CC-MAIN-2020-24,application/vnd.oasis.opendocument.text,23172,23162,0.0008
CC-MAIN-2020-24,application/vnd.openxmlformats-officedocument.presentationml.presentation,6785,6770,0.0002
CC-MAIN-2020-24,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,38553,38450,0.0014
CC-MAIN-2020-24,application/vnd.openxmlformats-officedocument.wordprocessingml.document,72692,72405,0.0026
CC-MAIN-2020-24,application/x-bibtex-text-file,158356,158280,0.0057
CC-MAIN-2020-24,application/x-bittorrent,12563,12353,0.0005
CC-MAIN-2020-24,application/x-bzip2,4148,4109,0.0002
CC-MAIN-2020-24,application/x-debian-package,8603,8603,0.0003
CC-MAIN-2020-24,application/x-dosexec,9456,9254,0.0003
CC-MAIN-2020-24,application/x-endnote-refer,56677,56646,0.0021
CC-MAIN-2020-24,application/x-hdf,3655,3655,0.0001
CC-MAIN-2020-24,application/x-mobipocket-ebook,7868,7865,0.0003
CC-MAIN-2020-24,application/x-ms-asx,4244,4241,0.0002
CC-MAIN-2020-24,application/x-msdownload,3302,3285,0.0001
CC-MAIN-2020-24,application/x-rar-compressed,117,117,0.0000
CC-MAIN-2020-24,application/x-research-info-systems,5944,5936,0.0002
CC-MAIN-2020-24,application/x-sh,23250,23238,0.0008
CC-MAIN-2020-24,application/x-shockwave-flash,9572,9521,0.0003
CC-MAIN-2020-24,application/x-stata-do,13917,13898,0.0005
CC-MAIN-2020-24,application/x-tex,5008,5008,0.0002
CC-MAIN-2020-24,application/x-tex-tfm,906,906,0.0000
CC-MAIN-2020-24,application/x-tika-msoffice,99934,99807,0.0036
CC-MAIN-2020-24,application/x-tika-ooxml,78089,77971,0.0028
CC-MAIN-2020-24,application/x-wais-source,3558,3558,0.0001
CC-MAIN-2020-24,application/x-xz,2164,2163,0.0001
CC-MAIN-2020-24,application/xhtml+xml,575658420,571953791,20.8330
CC-MAIN-2020-24,application/xml,2062259,2055230,0.0746
CC-MAIN-2020-24,application/zip,195765,195161,0.0071
CC-MAIN-2020-24,application/zlib,6433,6373,0.0002
CC-MAIN-2020-24,application/zstd,9825,9825,0.0004
CC-MAIN-2020-24,audio/mp4,41361,40993,0.0015
CC-MAIN-2020-24,audio/mpeg,142161,138607,0.0051
CC-MAIN-2020-24,audio/vnd.wave,15272,15064,0.0006
CC-MAIN-2020-24,audio/x-mpegurl,4657,4656,0.0002
CC-MAIN-2020-24,image/gif,65615,65028,0.0024
CC-MAIN-2020-24,image/jpeg,3421666,3411441,0.1238
CC-MAIN-2020-24,image/png,505537,502801,0.0183
CC-MAIN-2020-24,image/svg+xml,15140,15127,0.0005
CC-MAIN-2020-24,image/tiff,14069,14064,0.0005
CC-MAIN-2020-24,image/vnd.djvu,9183,9178,0.0003
CC-MAIN-2020-24,image/vnd.dxf; format=ascii,9074,9052,0.0003
CC-MAIN-2020-24,image/webp,36246,36239,0.0013
CC-MAIN-2020-24,message/rfc822,46356,46333,0.0017
CC-MAIN-2020-24,text/calendar,1370771,1369496,0.0496
CC-MAIN-2020-24,text/css,5634,5632,0.0002
CC-MAIN-2020-24,text/csv,88544,88527,0.0032
CC-MAIN-2020-24,text/html,2161629720,2141416984,78.2290
CC-MAIN-2020-24,text/plain,2051059,2049601,0.0742
CC-MAIN-2020-24,text/prs.lines.tag,28151,28083,0.0010
CC-MAIN-2020-24,text/tab-separated-values,19391,19384,0.0007
CC-MAIN-2020-24,text/troff,4630,4629,0.0002
CC-MAIN-2020-24,text/turtle,27839,27827,0.0010
CC-MAIN-2020-24,text/vtt,14994,14992,0.0005
CC-MAIN-2020-24,text/x-c++src,10768,10768,0.0004
CC-MAIN-2020-24,text/x-chdr,26262,26262,0.0010
CC-MAIN-2020-24,text/x-csrc,42117,42117,0.0015
CC-MAIN-2020-24,text/x-diff,53393,53378,0.0019
CC-MAIN-2020-24,text/x-jsp,3523,3520,0.0001
CC-MAIN-2020-24,text/x-log,35109,35109,0.0013
CC-MAIN-2020-24,text/x-matlab,61766,61662,0.0022
CC-MAIN-2020-24,text/x-perl,100838,100806,0.0036
CC-MAIN-2020-24,text/x-php,137020,136654,0.0050
CC-MAIN-2020-24,text/x-python,10296,10294,0.0004
CC-MAIN-2020-24,text/x-vcalendar,28208,28202,0.0010
CC-MAIN-2020-24,text/x-vcard,120536,120439,0.0044
CC-MAIN-2020-24,text/x-web-markdown,8795,8794,0.0003
CC-MAIN-2020-24,text/x-yaml,4307,4307,0.0002
CC-MAIN-2020-24,video/mp4,40843,40704,0.0015
CC-MAIN-2020-24,video/quicktime,13059,12971,0.0005
CC-MAIN-2020-24,video/webm,2104,2101,0.0001
CC-MAIN-2020-24,video/x-m4v,2783,2778,0.0001
CC-MAIN-2020-29,<other>,374439,373689,0.0119
CC-MAIN-2020-29,application/atom+xml,4059098,4057000,0.1291
CC-MAIN-2020-29,application/epub+zip,42963,42813,0.0014
CC-MAIN-2020-29,application/gpx+xml,7316,7313,0.0002
CC-MAIN-2020-29,application/gzip,100207,99304,0.0032
CC-MAIN-2020-29,application/javascript,43882,43870,0.0014
CC-MAIN-2020-29,application/json,573511,572990,0.0182
CC-MAIN-2020-29,application/marc,8303,8303,0.0003
CC-MAIN-2020-29,application/mbox,68599,68592,0.0022
CC-MAIN-2020-29,application/msword,75768,75607,0.0024
CC-MAIN-2020-29,application/octet-stream,340907,340315,0.0108
CC-MAIN-2020-29,application/pdf,3122176,3099382,0.0993
CC-MAIN-2020-29,application/pgp-signature,41356,41356,0.0013
CC-MAIN-2020-29,application/pkcs7-signature,10264,10253,0.0003
CC-MAIN-2020-29,application/postscript,5655,5655,0.0002
CC-MAIN-2020-29,application/rdf+xml,294907,294408,0.0094
CC-MAIN-2020-29,application/rss+xml,4483902,4468712,0.1426
CC-MAIN-2020-29,application/rtf,69669,69600,0.0022
CC-MAIN-2020-29,application/text,19962,19960,0.0006
CC-MAIN-2020-29,application/vnd.android.package-archive,43633,40292,0.0014
CC-MAIN-2020-29,application/vnd.google-earth.kml+xml,71063,71014,0.0023
CC-MAIN-2020-29,application/vnd.google-earth.kmz,8224,8223,0.0003
CC-MAIN-2020-29,application/vnd.ms-excel,31296,31183,0.0010
CC-MAIN-2020-29,application/vnd.ms-powerpoint,21254,21244,0.0007
CC-MAIN-2020-29,application/vnd.oasis.opendocument.spreadsheet,6277,6272,0.0002
CC-MAIN-2020-29,application/vnd.oasis.opendocument.text,23128,23109,0.0007
CC-MAIN-2020-29,application/vnd.openxmlformats-officedocument.presentationml.presentation,7529,7456,0.0002
CC-MAIN-2020-29,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,35029,34946,0.0011
CC-MAIN-2020-29,application/vnd.openxmlformats-officedocument.wordprocessingml.document,77249,77033,0.0025
CC-MAIN-2020-29,application/x-bibtex-text-file,168453,168410,0.0054
CC-MAIN-2020-29,application/x-bittorrent,13205,13046,0.0004
CC-MAIN-2020-29,application/x-bzip2,12550,12526,0.0004
CC-MAIN-2020-29,application/x-debian-package,4745,4741,0.0002
CC-MAIN-2020-29,application/x-dosexec,10728,10440,0.0003
CC-MAIN-2020-29,application/x-endnote-refer,55332,55319,0.0018
CC-MAIN-2020-29,application/x-hdf,19506,19506,0.0006
CC-MAIN-2020-29,application/x-mobipocket-ebook,8289,8252,0.0003
CC-MAIN-2020-29,application/x-ms-asx,3616,3611,0.0001
CC-MAIN-2020-29,application/x-msdownload,6767,6731,0.0002
CC-MAIN-2020-29,application/x-rar-compressed,487,487,0.0000
CC-MAIN-2020-29,application/x-research-info-systems,5578,5574,0.0002
CC-MAIN-2020-29,application/x-sh,20337,20321,0.0006
CC-MAIN-2020-29,application/x-shockwave-flash,7699,7679,0.0002
CC-MAIN-2020-29,application/x-stata-do,10639,10575,0.0003
CC-MAIN-2020-29,application/x-tex,7269,7268,0.0002
CC-MAIN-2020-29,application/x-tex-tfm,1878,1878,0.0001
CC-MAIN-2020-29,application/x-tika-msoffice,104269,104208,0.0033
CC-MAIN-2020-29,application/x-tika-ooxml,86884,86759,0.0028
CC-MAIN-2020-29,application/x-wais-source,13612,13612,0.0004
CC-MAIN-2020-29,application/x-xz,3511,3502,0.0001
CC-MAIN-2020-29,application/xhtml+xml,626446270,622166715,19.9205
CC-MAIN-2020-29,application/xml,2202379,2194692,0.0700
CC-MAIN-2020-29,application/zip,195748,194733,0.0062
CC-MAIN-2020-29,application/zlib,6157,6090,0.0002
CC-MAIN-2020-29,application/zstd,13462,13460,0.0004
CC-MAIN-2020-29,audio/mp4,42696,42259,0.0014
CC-MAIN-2020-29,audio/mpeg,137348,134965,0.0044
CC-MAIN-2020-29,audio/vnd.wave,14101,13921,0.0004
CC-MAIN-2020-29,audio/x-mpegurl,5793,5736,0.0002
CC-MAIN-2020-29,image/gif,67168,66657,0.0021
CC-MAIN-2020-29,image/jpeg,4029618,4018193,0.1281
CC-MAIN-2020-29,image/png,621080,617912,0.0197
CC-MAIN-2020-29,image/svg+xml,14033,13998,0.0004
CC-MAIN-2020-29,image/tiff,11691,11684,0.0004
CC-MAIN-2020-29,image/vnd.djvu,7302,7300,0.0002
CC-MAIN-2020-29,image/vnd.dxf; format=ascii,11657,11656,0.0004
CC-MAIN-2020-29,image/webp,36718,36712,0.0012
CC-MAIN-2020-29,message/rfc822,50227,50192,0.0016
CC-MAIN-2020-29,text/calendar,1415486,1413777,0.0450
CC-MAIN-2020-29,text/css,7922,7920,0.0003
CC-MAIN-2020-29,text/csv,88650,88509,0.0028
CC-MAIN-2020-29,text/html,2491605619,2466367067,79.2311
CC-MAIN-2020-29,text/plain,2233469,2231706,0.0710
CC-MAIN-2020-29,text/prs.lines.tag,34888,34888,0.0011
CC-MAIN-2020-29,text/tab-separated-values,16960,16959,0.0005
CC-MAIN-2020-29,text/troff,13650,13649,0.0004
CC-MAIN-2020-29,text/turtle,26827,26821,0.0009
CC-MAIN-2020-29,text/vtt,13123,13123,0.0004
CC-MAIN-2020-29,text/x-c++src,9051,9051,0.0003
CC-MAIN-2020-29,text/x-chdr,22009,22009,0.0007
CC-MAIN-2020-29,text/x-csrc,40523,40522,0.0013
CC-MAIN-2020-29,text/x-diff,61978,61960,0.0020
CC-MAIN-2020-29,text/x-jsp,4555,4546,0.0001
CC-MAIN-2020-29,text/x-log,74431,74430,0.0024
CC-MAIN-2020-29,text/x-matlab,60149,60039,0.0019
CC-MAIN-2020-29,text/x-perl,107897,107865,0.0034
CC-MAIN-2020-29,text/x-php,110164,109713,0.0035
CC-MAIN-2020-29,text/x-python,9915,9915,0.0003
CC-MAIN-2020-29,text/x-vcalendar,26199,26185,0.0008
CC-MAIN-2020-29,text/x-vcard,124001,123799,0.0039
CC-MAIN-2020-29,text/x-web-markdown,8940,8937,0.0003
CC-MAIN-2020-29,text/x-yaml,6361,6361,0.0002
CC-MAIN-2020-29,video/mp4,44432,44266,0.0014
CC-MAIN-2020-29,video/quicktime,15811,15771,0.0005
CC-MAIN-2020-29,video/webm,2032,2030,0.0001
CC-MAIN-2020-29,video/x-m4v,2010,2006,0.0001
CC-MAIN-2020-34,<other>,400558,400010,0.0164
CC-MAIN-2020-34,application/atom+xml,3716114,3715132,0.1517
CC-MAIN-2020-34,application/epub+zip,51287,51220,0.0021
CC-MAIN-2020-34,application/gpx+xml,9273,9270,0.0004
CC-MAIN-2020-34,application/gzip,81447,81360,0.0033
CC-MAIN-2020-34,application/javascript,45924,45909,0.0019
CC-MAIN-2020-34,application/json,604565,604230,0.0247
CC-MAIN-2020-34,application/marc,8234,8233,0.0003
CC-MAIN-2020-34,application/mbox,89868,89842,0.0037
CC-MAIN-2020-34,application/msword,71678,71377,0.0029
CC-MAIN-2020-34,application/octet-stream,350210,349796,0.0143
CC-MAIN-2020-34,application/pdf,3809774,3784722,0.1555
CC-MAIN-2020-34,application/pgp-signature,59403,59400,0.0024
CC-MAIN-2020-34,application/pkcs7-signature,12464,12464,0.0005
CC-MAIN-2020-34,application/postscript,4445,4444,0.0002
CC-MAIN-2020-34,application/rdf+xml,316962,316797,0.0129
